Наименование,Цена,Ед,Вариант,Артикул,Бренд
"Профлист Н-60x845-A (ПЭ-01-2004-0,7) цвет RAL2004",1485,₽/кв.м,,,
"Профлист МП-35x1035-B (ПЭ-01-2004-0,7) цвет RAL2004",1320,₽/кв.м,,,
"Профлист МП-35x1035-B (ПЭ-01-2004-0,45) цвет RAL2004",860,₽/кв.м,,,
"Профлист МП-20x1100-R (ПЭ-01-2004-0,7) цвет RAL2004",1220,₽/кв.м,,,
"Профлист МП-20x1100-R (ПЭ-01-2004-0,45) цвет RAL2004",797,₽/кв.м,,,
"Профлист С-44x1000-A (ПЭ-01-6002-0,7) цвет RAL6002",1269.87,₽/кв.м,,,
"Профлист С-44x1000-A (ПЭ-01-6002-0,45) цвет RAL6002",825,₽/кв.м,,,
"Профлист С-21x1000-A (ПЭ-01-6002-0,7) цвет RAL6002",1250,₽/кв.м,,,
"Профлист С-21x1000-A (ПЭ-01-6002-0,45) цвет RAL6002",820,₽/кв.м,,,
"Профлист НС-35x1000-A (ПЭ-01-6002-0,7) цвет RAL6002",1240,₽/кв.м,,,
"Профлист НС-35x1000-A (ПЭ-01-6002-0,45) цвет RAL6002",815,₽/кв.м,,,
"Профлист Н-75x750-A (ПЭ-01-6002-0,7) цвет RAL6002",1630,₽/кв.м,,,
"Профлист Н-60x845-A (ПЭ-01-6002-0,7) цвет RAL6002",1430,₽/кв.м,,,
"Профлист МП-35x1035-B (ПЭ-01-6002-0,7) цвет RAL6002",1265,₽/кв.м,,,
"Профлист МП-35x1035-B (ПЭ-01-6002-0,45) цвет RAL6002",825,₽/кв.м,,,
"Профлист МП-20x1100-R (ПЭ-01-6002-0,7) цвет RAL6002",1165,₽/кв.м,,,
"Профлист  МП-20x1100-R (ПЭ-01-6002-0,45) цвет RAL6002",750,₽/кв.м,,,
"Профлист С-44x1000-A (ПЭ-01-5005-0,7) цвет RAL5005",1200,₽/кв.м,,,
"Профлист С-44x1000-A (ПЭ-01-5005-0,65) цвет RAL5005",1135,₽/кв.м,,,
"Профлист С-44x1000-A (ПЭ-01-5005-0,45) цвет RAL5005",790,₽/кв.м,,,
"Профлист С-21x1000-A (ПЭ-01-5005-0,7) цвет RAL5005",1185,₽/кв.м,,,
"Профлист С-21x1000-A (ПЭ-01-5005-0,65) цвет RAL5005",1125,₽/кв.м,,,
"Профлист С-21x1000-A (ПЭ-01-5005-0,45) цвет RAL5005",785,₽/кв.м,,,
"Профлист С-21x1000-A (ПЭ-01-5005-0,4) цвет RAL5005",605,₽/кв.м,,,
"Профлист НС-35x1000-A (ПЭ-01-5005-0,7) цвет RAL5005",1175,₽/кв.м,,,
"Профлист НС-35x1000-A (ПЭ-01-5005-0,65) цвет RAL5005",1115,₽/кв.м,,,
"Профлист НС-35x1000-A (ПЭ-01-5005-0,45) цвет RAL5005",780,₽/кв.м,,,
"Профлист Н-75x750-A (ПЭ-01-5005-0,7) цвет RAL5005",1565,₽/кв.м,,,
"Профлист Н-75x750-A (ПЭ-01-5005-0,65) цвет RAL5005",1450,₽/кв.м,,,
"Профлист Н-60x845-A (ПЭ-01-5005-0,7) цвет RAL5005",1365,₽/кв.м,,,
"Профлист Н-60x845-A (ПЭ-01-5005-0,65) цвет RAL5005",1290,₽/кв.м,,,
"Профлист МП-35x1035-B (ПЭ-01-5005-0,7) цвет RAL5005",1200,₽/кв.м,,,
"Профлист МП-35x1035-B (ПЭ-01-5005-0,65) цвет RAL5005",1125,₽/кв.м,,,
"Профлист МП-35x1035-B (ПЭ-01-5005-0,45) цвет RAL5005",879.91,₽/кв.м,,,
"Профлист МП-20x1100-R (ПЭ-01-5005-0,7) цвет RAL5005",1100,₽/кв.м,,,
"Профлист МП-20x1100-R (ПЭ-01-5005-0,65) цвет RAL5005",1030,₽/кв.м,,,
"Профлист МП-20x1100-R (ПЭ-01-5005-0,45) цвет RAL5005",729.93,₽/кв.м,,,
"Профлист МП-20x1100-R (ПЭ-01-5005-0,4) цвет RAL5005",555,₽/кв.м,,,
"Профлист С-44x1000-A (ПЭ-01-7004-0,8) цвет RAL7004",1320,₽/кв.м,,,
"Профлист С-44x1000-A (ПЭ-01-7004-0,7) цвет RAL7004",1200,₽/кв.м,,,
"Профлист С-44x1000-A (ПЭ-01-7004-0,65) цвет RAL7004",1135,₽/кв.м,,,
"Профлист С-44x1000-A (ПЭ-01-7004-0,45) цвет RAL7004",804.92,₽/кв.м,,,
"Профлист НС-35x1000-A (ПЭ-01-7004-0,8) цвет RAL7004",1339.87,₽/кв.м,,,
"Профлист НС-35x1000-A (ПЭ-01-7004-0,7) цвет RAL7004",1175,₽/кв.м,,,
"Профлист НС-35x1000-A (ПЭ-01-7004-0,65) цвет RAL7004",1115,₽/кв.м,,,
"Профлист НС-35x1000-A (ПЭ-01-7004-0,45) цвет RAL7004",780,₽/кв.м,,,
"Профлист Н-75x750-A (ПЭ-01-7004-0,8) цвет RAL7004",1730,₽/кв.м,,,
"Профлист Н-75x750-A (ПЭ-01-7004-0,7) цвет RAL7004",1565,₽/кв.м,,,
"Профлист Н-75x750-A (ПЭ-01-7004-0,65) цвет RAL7004",1450,₽/кв.м,,,
"Профлист Н-60x845-A (ПЭ-01-7004-0,8) цвет RAL7004",1530,₽/кв.м,,,
"Профлист Н-60x845-A (ПЭ-01-7004-0,7) цвет RAL7004",1365,₽/кв.м,,,
"Профлист Н-60x845-A (ПЭ-01-7004-0,65) цвет RAL7004",1314.87,₽/кв.м,,,
"Профлист Н-114x750-A (ПЭ-01-7004-0,8) цвет RAL7004",2264.77,₽/кв.м,,,
"Профлист МП-35x1035-B (ПЭ-01-7004-0,8) цвет RAL7004",1315,₽/кв.м,,,
"Профлист МП-35x1035-B (ПЭ-01-7004-0,7) цвет RAL7004",1200,₽/кв.м,,,
"Профлист МП-35x1035-B (ПЭ-01-7004-0,65) цвет RAL7004",1125,₽/кв.м,,,
"Профлист МП-35x1035-B (ПЭ-01-7004-0,45) цвет RAL7004",790,₽/кв.м,,,
"Профлист МП-20x1100-R (ПЭ-01-7004-0,8) цвет RAL7004",1220,₽/кв.м,,,
"Профлист МП-20x1100-R (ПЭ-01-7004-0,7) цвет RAL7004",1114.89,₽/кв.м,,,
"Профлист МП-20x1100-R (ПЭ-01-7004-0,65) цвет RAL7004",1030,₽/кв.м,,,
"Профлист  МП-20x1100-R (ПЭ-01-7004-0,45) цвет RAL7004",769.92,₽/кв.м,,,
"Профлист МП-20x1100-R (ПЭ-01-7004-0,4) цвет RAL7004",555,₽/кв.м,,,
"Профлист С-44x1000-A (ПЭ-01-3005-0,7) цвет RAL3005",1200,₽/кв.м,,,
"Профлист С-44x1000-A (ПЭ-01-3005-0,65) цвет RAL3005",1135,₽/кв.м,,,
"Профлист С-44x1000-A (ПЭ-01-3005-0,45) цвет RAL3005",790,₽/кв.м,,,
"Профлист С-21x1000-A (ПЭ-01-3005-0,7) цвет RAL3005",1185,₽/кв.м,,,
"Профлист С-21x1000-A (ПЭ-01-3005-0,65) цвет RAL3005",1125,₽/кв.м,,,
"Профлист С-21x1000-A (ПЭ-01-3005-0,45) цвет RAL3005",785,₽/кв.м,,,
"Профлист  С-21x1000-A (ПЭ-01-3005-0,4) цвет RAL3005",609.94,₽/кв.м,,,
"Профлист  НС-35x1000-A (ПЭ-01-3005-0,7) цвет RAL3005",1175,₽/кв.м,,,
"Профлист  НС-35x1000-A (ПЭ-01-3005-0,65) цвет RAL3005",1115,₽/кв.м,,,
"Профлист  НС-35x1000-A (ПЭ-01-3005-0,45) цвет RAL3005",780,₽/кв.м,,,
"Профлист Н-75x750-A (ПЭ-01-3005-0,7) цвет RAL3005",1565,₽/кв.м,,,
"Профлист Н-75x750-A (ПЭ-01-3005-0,65) цвет RAL3005",1450,₽/кв.м,,,
"Профлист Н-60x845-A (ПЭ-01-3005-0,7) цвет RAL3005",1365,₽/кв.м,,,
"Профлист Н-60x845-A (ПЭ-01-3005-0,65) цвет RAL3005",1290,₽/кв.м,,,
"Профлист МП-35x1035-B (ПЭ-01-3005-0,7) цвет RAL3005",1200,₽/кв.м,,,
"Профлист МП-35x1035-B (ПЭ-01-3005-0,65) цвет RAL3005",1125,₽/кв.м,,,
"Профлист МП-35x1035-B (ПЭ-01-3005-0,45) цвет RAL3005",790,₽/кв.м,,,
"Профлист МП-20x1100-R (ПЭ-01-3005-0,7) цвет RAL3005",1100,₽/кв.м,,,
"Профлист МП-20x1100-R (ПЭ-01-3005-0,65) цвет RAL3005",1030,₽/кв.м,,,
"Профлист МП-20x1100-R (ПЭ-01-3005-0,45) цвет RAL3005",715,₽/кв.м,,,
"Профлист МП-20x1100-R (ПЭ-01-3005-0,4) цвет RAL3005",555,₽/кв.м,,,
Профлист МП-20x1100-R RETAIL (ПЭ-01-5005-СТ) цвет RAL5005,490,₽/кв.м,,,
Профлист МП-20x1100-R RETAIL (ПЭ-01-6005-СТ) цвет RAL6005,490,₽/кв.м,,,
Профлист МП-20x1100-R RETAIL (ПЭ-01-8017-ОТ) цвет RAL8017,435,₽/кв.м,,,
Профлист МП-20x1100-R RETAIL (ПЭ-01-8017-СТ) цвет RAL8017,490,₽/кв.м,,,
Профлист МП-20x1100-R RETAIL (ПЭ-01-5021-СТ) цвет RAL5021,490,₽/кв.м,,,
Профлист МП-20x1100-R RETAIL (ПЭ-01-3005-СТ) цвет RAL3005,490,₽/кв.м,,,
Профлист МП-20x1100-R RETAIL (ПЭ-01-1014-СТ) цвет RAL1014,490,₽/кв.м,,,
Профлист МП-20x1100-R RETAIL (ОЦ-01-БЦ-ОТ),401.74,₽/кв.м,,,
Профилированный лист С-8х1150 (8017-0.45мм) 2м,630.5,₽/кв.м,,,
Профилированный лист С-8х1150 (8017-0.5мм) 2м,810,₽/кв.м,,,
С-8 (Полиэстер 25 мкм) 0.45 мм слоновая кость,685,₽/кв.м,Цену уточняйте у менеджера,,
С-8 (оцинкованный) 0.45 мм,506.33,₽/кв.м,Цену уточняйте у менеджера,,
С-8 (оцинкованный) 0.5 мм,542.25,₽/кв.м,Цену уточняйте у менеджера,,
С-8 (оцинкованный) 0.55 мм,626.88,₽/кв.м,Цену уточняйте у менеджера,,
С-8 (оцинкованный) 0.65 мм,724.5,₽/кв.м,Цену уточняйте у менеджера,,
С-8 (оцинкованный) 0.7 мм,758.5,₽/кв.м,Цену уточняйте у менеджера,,
"Фиксатор ""Стойка многоуровневая"" (большой)",9.7,₽/шт,,,
"Фиксатор ""Стойка многоуровневая"" (средний) ",9.7,₽/шт,,,
"Фиксатор ""Стойка многоуровневая"" (малый)",9.7,₽/шт,,,
"Фиксатор ""Стойка многоэтажная"" ",5.05,₽/шт,,,
"Фиксатор ""ФС-60""",10.25,₽/шт,,,
"Фиксатор ""ФС-50""",8.99,₽/шт,,,
"Фиксатор ""ФС-40""",8.03,₽/шт,,,
"Фиксатор ""ФС-30""",7.23,₽/шт,,,
Подставка на грунт,7.23,₽/шт,,,
"Фиксатор ""Пробка"" 22",5.15,₽/шт,,,
"Фиксатор ""Конус"" 22",1.76,₽/шт,,,
"Фиксатор ""Опора"" 60;70;80 ",12.65,₽/шт,,,
"Фиксатор ""Опора"" 35;40;45;50",6.06,₽/шт,,,
"Фиксатор ""Опора"" 20;25;30;35",3.89,₽/шт,,,
"Фиксатор ""Опора"" 15;20;25;30",2.05,₽/шт,,,
"Фиксатор ""Косточка""",4.63,₽/шт,,,
"Фиксатор ""Стойка "" ",4.93,₽/шт,,,
"Фиксатор ""Стульчик"" 40",3.1,₽/шт,,,
"Фиксатор ""Стульчик"" 35",2.85,₽/шт,,,
"Фиксатор ""Стульчик"" 30",2.58,₽/шт,,,
"Фиксатор ""Стульчик"" 25",2.4,₽/шт,,,
"Фиксатор ""Стульчик"" 20",2.03,₽/шт,,,
"Фиксатор ""Стульчик"" 15",1.98,₽/шт,,,
"Фиксатор ""Стойка""",4.93,₽/шт,,,
"Фиксатор ""Стойка универсальная""",4.93,₽/шт,,,
"Фиксатор ""Звездочка"" 50",7.23,₽/шт,,,
"Фиксатор ""Звёздочка"" 40",4.39,₽/шт,,,
"Фиксатор ""Звёздочка"" 35",4.06,₽/шт,,,
"Фиксатор ""Звёздочка"" 30",3.24,₽/шт,,,
"Фиксатор ""Звёздочка"" 25",2,₽/шт,,,
"Фиксатор ""Звёздочка"" 20",1.56,₽/шт,,,
"Ригель опалубки чашечный 1,25 м",732.5,₽/шт,,,
"Двутавровая балка H20 2,5 м",1875,₽/шт,,,
Стойка телескопическая для опалубки,1731.25,₽/шт,,,
Тренога окрашенная,781.25,₽/шт,,,
Унивилка  окрашенная,325,₽/шт,,,
Ключ для зажима пружинного,2193.75,₽/шт,,,
Пружинный зажим для опалубки PROM усиленный,118.75,₽/шт,,,
Пружинный зажим для опалубки PROM,111.25,₽/шт,,,
Пружинный зажим для опалубки усиленный,93.75,₽/шт,,,
Пружинный зажим для опалубки,82.5,₽/шт,,,
Стальная щитовая опалубка,0,₽/шт,Под заказ,,
Алюминиевая стеновая опалубка,0,₽/шт,Под заказ ,,
Анкер торцевой для опалубки 15 мм,338.75,₽/шт,,,
Анкер торцевой для опалубки укороченный,310,₽/шт,,,
Гайка литая ватерстоп 60мм,193.75,₽/шт,,,
"Винт стяжной для опалубки холоднокатаный 1,0 м",192.5,₽/шт,,,
"Винт стяжной для опалубки холоднокатаный 0,8 м",162.5,₽/шт,,,
Гайка литая оцинкованная трехрожковая,146.25,₽/шт,,,
Гайка литая оцинкованная двухрожковая,123.75,₽/шт,,,
Шайба под анкер 100х100 мм,81.25,₽/шт,,,
Пластина соединительная оцинкованная 480х40х2 PS-40х480,138.9,₽/шт,,,
Крепежный уголок оц. 90х90х65х2мм KU-90х65 (50 фасовка),62.59,₽/шт,,,
Гвозди 40х2 (1 кг.),154.4,₽/кг,,,Тех-Креп
Гвозди 50х2.5 (1 кг.),154.4,₽/кг,,,Тех-Креп
Гвозди 60х2.5 (1 кг.),154.4,₽/кг,,,Тех-Креп
Гвозди 70х3 (1 кг.),154.4,₽/кг,,,Тех-Креп
Гвозди 80х3 (1 кг.),154.4,₽/кг,,,Тех-Креп
"Гвозди 90х3,5 (1 кг.)",154.4,₽/кг,,,Тех-Креп
Гвозди 100х4 (1 кг.),154.4,₽/кг,,,Тех-Креп
Гвозди 120х4 (1 кг.),154.4,₽/кг,,,Тех-Креп
Гвозди 150х5 (1 кг.),154.4,₽/кг,,,Тех-Креп
Гвозди шиферные 120х5 (1 кг.),298,₽/кг,,,Тех-Креп
Дюбель - гвоздь 40х6 (грибок). (200 шт.),301.37,₽/ упаковка,,,Тех-Креп
Дюбель - гвоздь 40х6 (потайной головкой). (200 шт.),562.17,₽/ упаковка,,,Тех-Креп
Дюбель - гвоздь 6х60 (К) Tech-KREP (200 шт),372.2,₽/ упаковка,,,Тех-Креп
Дюбель - гвоздь 60х6 (грибок),2.77,₽/шт,,,Тех-Креп
Дюбель - гвоздь 60х6 (с потайной головкой). (150 шт.),301.19,₽/ упаковка,,,Тех-Креп
Дюбель - гвоздь 80х6 (грибок). (100 шт.),573.19,₽/ упаковка,,,Тех-Креп
Дюбель - гвоздь 80х6 (с потайной головкой). (100 шт.),362.05,₽/ упаковка,,,Тех-Креп
Дюбель для изоляции 10х90 (1 шт.),7.3,₽/шт,,,Тех-Креп
Дюбель для изоляции с пластмассовым гвоздем 10х140,9.3,₽/шт,,,Тех-Креп
Дюбель для пеноплекса и утеплителя 100х10 (1 шт.),6.5,₽/шт,,,Тех-Креп
Шпилька М18х2000,1059.89,₽/шт,,,
Шпилька М24х1000,954.35,₽/шт,,,
Шпилька М16х1000,423.85,₽/шт,,,
Шпилька  М27х1000,2204.22,₽/шт,,,
Шпилька М14х1000,348.85,₽/шт,,,
Шпилька М20х1000,666.6,₽/шт,,,
Шпилька М10 ,178.87,₽/шт,,,
Шпилька резьбовая 12х1000 мм,317.75,₽/шт,,,
Шпилька резьбовая 8х2000 мм ,198.87,₽/шт,,,
Шпилька М 6х1000,82.21,₽/шт,,,
Кнопка толевая (1 кг).,317.75,₽/ упаковка,,,Тех-Креп
"Саморез по дереву 3,5х35 (1000 фасовка)",466.62,₽/шт,,,
SG Саморез универсальный 5*90 желтый (100 фасовка),477.73,₽/шт,,,
"Саморез 3,5х45 по дереву (1000шт.)",682,₽/тыс.шт,,,
Саморез по дереву 3.5х51 (навалом),0.95,₽/шт,,,
Саморез 32х3.5 (по дереву). (1000 шт.),767.7,₽/ упаковка,,,Тех-Креп
Саморез 35х3.5 (по металлу) (1000 шт.),784.37,₽/ упаковка,,,Тех-Креп
Саморез 9.5х3.5 острый оксидированный (для металл. профилей). (1000 шт.),736.2,₽/ упаковка,,,Тех-Креп
Саморез 11х3.5 острый оксидированный (для металл. профилей). (1000 шт.),768.75,₽/ упаковка,,,Тех-Креп
Саморез 100х4.8 (по дереву). (200 шт.),995.36,₽/ упаковка,,,Тех-Креп
Саморез для ГКЛ 25х3.5 (по дереву). (1000 шт.),1030.38,₽/ упаковка,,,Тех-Креп
Саморез для ГКЛ 41х3.5 (по дереву). (500 шт.),358.82,₽/ упаковка,,,Тех-Креп
Саморез для ГКЛ 41х3.5 (по металлу). (500 шт.),315.11,₽/ упаковка,,,Тех-Креп
Саморез для ГКЛ 3.5x45 (по дереву). (500 шт.),388.51,₽/ тыс.шт,,,Тех-Креп
Саморез для ГКЛ 51х3.5 (по дереву). (500 шт.),413.44,₽/ упаковка,,,Тех-Креп
Саморез для ГКЛ 55х3.5 (по дереву). (400 шт.),301.73,₽/ упаковка,,,Тех-Креп
Саморез для ГКЛ 65х3.8 (по дереву). (250 шт.),391.07,₽/ упаковка,,,Тех-Креп
Саморез для ГКЛ 75х4.2 (по дереву). (200 шт.),623.27,₽/ упаковка,,,Тех-Креп
Саморез для ГКЛ 90х4.2 (по дереву). (250 шт.),635.27,₽/ упаковка,,,Тех-Креп
Саморез для ГКЛ 95х4.8 (по дереву). (200 шт.),663.59,₽/ упаковка,,,Тех-Креп
Саморез 3.5 * 32 (дерево 1000 шт),377.74,₽/ упаковка,,,
Саморез для ГКЛ 110х4.8 (по дереву). (200 шт.),1378.75,₽/ упаковка,,,Тех-Креп
Саморез с прессшайбой острый 4.2х25 (160 шт.),352,₽/ упаковка,,,Тех-Креп
Саморез с прессшайбой острый 16х4.2 (210 шт.),352,₽/ упаковка,,,Тех-Креп
Саморез с прессшайбой острый 13х4.2 (1000 шт.),709.17,₽/ упаковка,,,Тех-Креп
Саморез с прессшайбой острый 19х4.2 (1000 шт.),1035.5,₽/ упаковка,,,Тех-Креп
Саморез с прессшайбой сверло 19х4.2 (1000 шт.),754.09,₽/ упаковка,,,Тех-Креп
Саморез для ГКЛ 19х3.5 (черный) (1000 шт.),843.83,₽/ упаковка,,,Тех-Креп
Саморез для ГКЛ 25х3.5 (черный) (1000 шт.),1022.99,₽/ упаковка,,,Тех-Креп
"Саморез кровельный 51х4.8 (цинк, сверло). (400 шт.)",1518.5,₽/ упаковка,,,Тех-Креп
"Саморез кровельный 64х4.8 (цинк, сверло). (250 шт.)",1645.19,₽/ упаковка,,,Тех-Креп
"Саморез кровельный 19х5.5 (цинк, сверло). (600 шт.)",2062.06,₽/ упаковка,,,Тех-Креп
"Саморез кровельный 51х5.5 (цинк, сверло). (300 шт.)",1169.61,₽/ упаковка,,,Тех-Креп
"Саморез ""Ростов"" 19х4.8 зеленый. (250 шт.)",561.18,₽/ упаковка,,,Тех-Креп
"Саморез ""Ростов"" 19х4.8 бежевый. (250 шт.)",950.03,₽/ упаковка,,,Тех-Креп
"Саморез ""Ростов"" 19х4.8 шоколад. (250 шт.)",950.03,₽/ упаковка,,,Тех-Креп
"Саморез ""Ростов"" 19х4.8 синий. (250 шт.)",1227.78,₽/ упаковка,,,Тех-Креп
"Саморез ""Ростов"" 19х4.8 белый. (250 шт.)",1227.78,₽/ упаковка,,,Тех-Креп
"Саморез ""Ростов"" 4.8х19 по дереву и металлу (250 шт.) цветные",1535.96,₽/ упаковка,,,Тех-Креп
Саморез RAL5015 5.5X19 кровельный ,4.51,₽/шт,,,Тех-Креп
Саморез RAL5005 5.5X19 кровельный ,6.16,₽/шт,,,Тех-Креп
"Саморез ""Ростов"" 4.8х28 по дереву и металлу (250 шт.) цветные",1569.29,₽/ упаковка,,,Тех-Креп
"Саморез ""Ростов"" 4.8х35 по дереву и металлу (250 шт.) цветные",1862.31,₽/ упаковка,,,Тех-Креп
"Саморез ""Ростов"" 4.8х70 по дереву и металлу (250 шт.) цветные",2200.62,₽/ упаковка,,,Тех-Креп
"Саморез ""Ростов"" 4.2х19 по металлу (1000шт) белый ",615,₽/ упаковка,,,Тех-Креп
"Саморез ""Ростов"" 4.2х16 по металлу (250 шт.) оцинкованные",436.49,₽/ упаковка,,,Тех-Креп
"Саморез ""Ростов"" 4.8х28 по дереву и металлу (250 шт.) оцинкованные. ",1191.56,₽/ упаковка,,,Тех-Креп
"Саморез ""Ростов"" 4.8х50 по дереву и металлу (200 шт.) оцинкованные с термощайбой. ",1472.25,₽/ упаковка,,,Тех-Креп
"Саморез ""Ростов"" 4.8х70 по дереву и металлу (100 шт.) оцинкованные. ",1731.15,₽/ упаковка,,,Тех-Креп
"Саморез ""Ростов"" 5.5х19 по металлу (250 шт.) оцинкованные с сверлом 5 мм. ",1046.01,₽/ упаковка,,,Тех-Креп
